properties - ETA,properties - FIL,properties - NAME,properties - PLACES,properties - ind,properties - BACS
Université Paris 8 (Public),2030,Licence -  Espagnol / Hébreu,25,100,0;0;0
Université Paris 8 (Public),2030,Licence -  Espagnol / Italien,27,100,30;30;39
Université Paris 8 (Public),2030,Licence - Espagnol / Portugais,32,100,35;25;38
Université Paris 8 (Public),2030,Licence -  Espagnol / Russe,25,100,0;100;0
Université Paris 8 (Public),2030,Licence - Hébreu / Italien,25,100,0;0;0
Université Paris 8 (Public),2030,Licence -  Hébreu / Portugais,25,-1,0;0;0
Université Paris 8 (Public),2030,Licence -  Hébreu / Russe,25,-1,0;0;0
Université Paris 8 (Public),2030,Licence -  Italien / Portugais,25,100,16;16;66
Université Paris 8 (Public),2030,Licence - Italien / Russe,25,75,0;0;0
Université Paris 8 (Public),2030,Licence -  Portugais / Russe,25,100,0;0;0
UNIVERSITE GRENOBLE ALPES (Public),2030,Licence - Anglais-Allemand débutant,20,94,70;20;10
Université de Bretagne Sud - Site de Lorient (Public),2044,Licence - SCIENCES ÉCOLOGIE ET SOCIÉTÉ,75,97,81;13;5
Université de Limoges (Public),2028,Licence - Lettres,200,100,78;6;13
Université de Reims Champagne-Ardenne (Public),2032,Licence - Informatique,100,97,77;19;2
Université Bordeaux Montaigne (Public),2023,Licence - Licence 1 Anglais-information communication,38,18,100;0;0
Université de Montpellier (Public),2007,Licence - Science politique (Faculté de Droit et Science Politique),100,64,99;0;0
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences (Privé enseignement supérieur)",2003,Licence - Parcours Economie-Finance,120,85,100;0;0
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences (Privé enseignement supérieur)",2004,Licence - Parcours Gestion ,120,93,98;1;0
Institut Catholique de Lille-Faculté Libre Droit (Privé enseignement supérieur),2002,Licence - droit & culture juridique,300,64,96;3;0
Institut Catholique de Lille-Faculté Libre Droit (Privé enseignement supérieur),2002,"Licence - multilingue, droit international et européen",170,99,98;1;0
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences (Privé enseignement supérieur)",2003,Licence - Parcours International d'économie,55,26,100;0;0
Institut Catholique de Lille-Faculté Libre Droit (Privé enseignement supérieur),2002,Licence - droit science politique,170,77,98;0;0
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2010,Licence - HISTOIRE - LLCER ARABE ,40,98,79;7;12
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2010,Licence - HISTOIRE - LLCER ETUDES SLAVES,25,97,100;0;0
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2028,Licence - LETTRES MODERNES - LLCER ITALIEN ,30,100,83;0;16
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2028,Licence - LETTRES EDITION MEDIAS AUDIOVISUEL - LLCER ITALIEN ,30,100,100;0;0
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2012,Licence - ARCHEOLOGIE  - GEOGRAPHIE ,20,50,100;0;0
Université Bordeaux Montaigne (Public),2009,Licence - Licence 1 Culture humaniste et scientifique,40,20,100;0;0
Institut Catholique de Lille - ESPAS (Privé enseignement supérieur),2005,Licence - Commerce et Sciences,80,26,90;9;0
Université Bordeaux Montaigne (Public),2010,Licence - Licence 1 Histoire,650,100,75;14;7
Aix Marseille Université - site d'Aix-en-Provence (Public),2002,Licence - Droit,1304,100,89;8;2
Aix Marseille Université - site d'Aix-en-Provence (Public),2005,Licence - Portail Administration économique et sociale - Economie et Gestion - Gestion,575,99,82;12;4
Aix-Marseille Université - Site de Marseille (Public),2002,Licence - Droit,862,99,67;17;13
Université de Nantes (Public),2002,Licence - Droit parcours Europe,20,15,100;0;0
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2029,Licence - LLCER ALLEMAND - LLCER NEERLANDAIS,50,100,0;0;0
"Sorbonne Université – Lettres, Arts, Langues, Sciences Humaines et Sociales (Public)",2029,Licence - LLCER ANGLAIS - LLCER NEERLANDAIS ,10,100,88;0;11
Aix Marseille Université - site d'Aix-en-Provence (Public),2001,Licence - Management Public,105,83,89;9;1
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences (Privé enseignement supérieur)",2032,Licence - Sciences du numérique,25,24,100;0;0
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences (Privé enseignement supérieur)",2044,Licence - physique chimie ,48,47,100;0;0
"Institut Catholique de Lille-Faculté de Gestion, Economie et Sciences (Privé enseignement supérieur)",2037,Licence - biologie,100,55,100;0;0
Aix Marseille Université - site d'Aix-en-Provence (Public),2012,Licence - Portail : Sciences de l'homme et de la société (Anthropologie - Géographie et aménagement - Histoire - Sociologie),272,99,76;13;8
Aix Marseille Université - site d'Aix-en-Provence (Public),2011,"Licence - Portail : Archéologie, Histoire, Histoire de l'Art",303,100,71;14;9
Aix Marseille Université - site d'Aix-en-Provence (Public),2010,"Licence - Portail : Histoire, Géographie",241,100,73;14;9
Aix Marseille Université - site d'Aix-en-Provence (Public),2014,Licence - Psychologie,1062,99,68;20;8
Aix Marseille Université - site d'Aix-en-Provence (Public),2021,"Licence - Portail : Sciences du langage, Lettres",122,100,80;9;8
Aix Marseille Université - site d'Aix-en-Provence (Public),2035,"Licence - Pasteur : Chimie, Sciences de la vie, Sciences de la vie et de la terre, Sciences sanitaires et sociales - site d'Aix-en-Provence",210,100,89;8;0
Aix Marseille Université - site d'Aix-en-Provence (Public),2032,"Licence - Descartes : Informatique, Mathématiques, Mécanique, Physique - site d'Aix-en-Provence",115,100,82;11;4
Aix Marseille Université - site d'Aix-en-Provence (Public),2035,"Licence - Marie Curie : Chimie, Physique, Sciences pour l'ingénieur - site d'Aix-en-Provence",75,100,80;17;2
Aix-Marseille Université - Site de Marseille (Public),2035,"Licence - Pasteur : Chimie, Sciences de la vie, Sciences de la vie et de la terre, Sciences sanitaires et sociales - site de Saint Charles",380,100,73;21;3
Aix-Marseille Université - Site de Marseille (Public),2032,"Licence - Descartes : Informatique, Mathématiques, Mécanique, Physique - site de Saint Charles",160,100,81;8;8
Aix-Marseille Université - Site de Marseille (Public),2022,Licence - Mathématiques Appliquées et Sciences Sociales (Site de Saint Charles),80,100,77;11;9
Aix-Marseille Université - Site de Marseille (Public),2062,Licence - Licence MPCI (site de Saint Jérôme),25,15,100;0;0
Aix-Marseille Université - Site de Marseille (Public),2035,"Licence - Marie Curie : Chimie, Physique, Sciences pour l'ingénieur - site de Saint Charles",110,100,77;12;8
Aix-Marseille Université - Site de Marseille (Public),2051,Licence - Sciences et Humanités (Site Saint-Charles),60,27,89;5;1
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2010,Licence - Histoire,200,100,84;11;3
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2030,Licence - LEA Anglais Allemand,100,100,83;16;0
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2030,Licence - LEA Anglais Espagnol,240,100,94;2;2
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2028,Licence - Lettres modernes,100,100,84;7;7
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2023,Licence - Médias Culture et Communication,600,100,87;8;3
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2026,"Licence - Arts du spectacle, métiers de la culture et des arts",250,100,80;20;0
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2029,Licence - LCE Anglais,200,100,92;3;3
Institut Catholique de Lille - Faculté des Lettres et Sciences Humaines (Privé enseignement supérieur),2014,Licence - Psychologie,525,100,83;12;3
Université Angers - Campus de Saumur (Public),2018,"Licence - Culture, patrimoine et tourisme",58,100,78;10;10
Aix Marseille Université - site d'Aix-en-Provence (Public),2022,Licence - Mathématiques et informatique appliquées aux sciences humaines et sociales,80,100,94;3;1
Aix-Marseille Université - Site de Marseille (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives-Tronc commun- (Site de Luminy),540,66,80;15;4
Aix-Marseille Université - Site de Marseille (Public),2045,Licence - PACES,2045,97,88;8;3
Université de la Réunion - Le Tampon (Public),2045,"Licence - PACES - Médecine, Pharmacie, Odontologie (dentiste), Maïeutique (sage-femmes)",400,100,73;19;6
Institut Supérieur d'Expertise et d'Audit - Institut Catholique de Lille (Privé enseignement supérieur),2005,"Licence - parcours Comptabilité, Finance et Audit ",45,48,91;8;0
Université Polytechnique Hauts-de-France (Public),2020,Licence - STAPS - Sciences et Techniques des Activités Physiques et Sportives,430,100,66;26;6
Université de Nantes (Public),2029,Licence - LLCER : Allemand parcours Europe,6,57,100;0;0
Université de Nice Sophia Antipolis (Public),2030,Licence - Anglais - Allemand,25,-1,0;0;0
"Universite Jean Monnet, Saint-Etienne (Public)",2015,Licence - Sciences de l'éducation,125,41,71;18;8
"Universite Jean Monnet, Saint-Etienne (Public)",2028,Licence - Lettres et Arts,40,99,80;12;4
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12) (Public),2033,Licence - Mathématiques et Physique,20,67,100;0;0
Université de Versailles - Saint Quentin en Yvelines (Public),2029,Licence - Parcours Etudes européennes et internationales,76,100,82;11;5
Université Paris- Est-Créteil Val de Marne - UPEC (Paris 12) (Public),2029,Licence - Allemand - Anglais,39,68,100;0;0
"Université Paris-Sud, campus d'Orsay (Public)",2005,Licence - Parcours Economie et Gestion,155,72,90;5;3
"Université Paris-Sud, campus d'Orsay (Public)",2005,Licence - parcours  Langues et Civilisations - option Anglais et Espagnol,30,56,100;0;0
"Université Paris-Sud, campus d'Orsay (Public)",2005,Licence - parcours Langues et Civilisations - option Chinois et Anglais ,30,36,100;0;0
Facultés libres de l'ouest UCO - Angers (Privé enseignement supérieur),2011,Licence - Histoire de l'art et archéologie,103,100,80;15;5
Institut Social de Lille - Institut Catholique de Lille (Privé enseignement supérieur),2013,Licence - Sociologie option travail social,45,98,66;11;22
"Université Paris-Sud, campus de Sceaux (Public)",2002,Licence - Droit - Parcours Etudes Juridiques Comparatives et Internationales,30,7,100;0;0
Université de Bourgogne - site de Dijon (Public),2035,Licence - Chimie / Informatique / Mathématiques / Physique / Sciences pour l'Ingénieur (Electronique ou Mécanique),450,99,86;10;2
ICES - Institut Catholique de Vendée (Privé enseignement supérieur),2007,Licence - Sciences politiques,140,95,92;6;1
Université de Bourgogne - site de Dijon (Public),2028,Licence - Lettres,85,100,84;4;9
Université de Bourgogne - site de Dijon (Public),2023,Licence - Information et communication,65,42,96;1;1
Université de Tours (Public),2002,Licence - Droit français et droit allemand / Franco-allemand / Bachelor / Double diplôme / Allemagne / Bochum ,20,87,100;0;0
Institut Catholique Paris (Privé enseignement supérieur),2031,"Licence - Langues, Littératures et Civilisations Orient ancien",30,100,50;0;50
Faculté Libre de Droit Paris - Institut Catholique de Lille (Privé enseignement supérieur),2002,Licence - Droit & Culture Juridique,145,75,86;13;0
Faculté Libre de Droit Paris - Institut Catholique de Lille (Privé enseignement supérieur),2002,"Licence - multilingue, droit européen et comparé",75,53,100;0;0
Université de la Polynésie française (Public),2036,Licence - PHYSIQUE-CHIMIE,80,100,79;20;0
Université de Tours (Public),2032,Licence - Informatique / Logiciel / Télécommunications / Electronique / Big Data,80,99,79;13;2
Université de Brest (Public),2008,Licence - Sciences sanitaires et sociales,150,100,32;45;22
Université d'Amiens (Public),2007,Licence - Science politique,100,100,88;7;3
Université Bordeaux Montaigne (Public),2024,Licence - Licence 1 Design,36,12,77;22;0
Avignon Université (Public),2020,Licence - Sciences et Techniques des Activités Physiques et Sportives,240,56,77;18;3
Institut Catholique de Rennes (Privé enseignement supérieur),2002,Licence - Droit,150,75,98;1;0
Institut Catholique de Rennes (Privé enseignement supérieur),2006,Licence - AES,100,88,90;9;0
Institut Catholique de Rennes (Privé enseignement supérieur),2010,Licence - Parcours Géographie/Enseignement ou Histoire de l'Art,120,88,100;0;0
Institut Catholique de Rennes (Privé enseignement supérieur),2010,Licence - Histoire Science Politique,80,86,97;2;0
Institut Catholique de Rennes (Privé enseignement supérieur),2029,Licence - Anglais LLCE,80,94,75;25;0
Institut Catholique de Rennes (Privé enseignement supérieur),2029,Licence - Anglais LLCE Droit et Commerce International,80,81,100;0;0
Institut Catholique de Rennes (Privé enseignement supérieur),2028,Licence - Lettres Modernes Parcours Enseignement et culture générale,50,80,100;0;0
Institut Catholique de Rennes (Privé enseignement supérieur),2028,Licence - Lettres Modernes et Communication,50,100,100;0;0
Université Toulouse 1 Capitole (Public),2002,Licence - parcours double diplômant en Droit et en Gestion,30,24,100;0;0
Université de Lorraine -Site de Metz (Public),2033,Licence - Portail Mathématiques - Informatique,260,99,79;13;5
Université de Nantes (Public),2020,Licence - STAPS (sports),480,24,89;8;1
CUFR Centre Universitaire de Mayotte (Public),2006,Licence - Administration économique et sociale,100,68,64;28;6
Université de Corte (Public),2030,Licence - Anglais/italien ou anglais/espagnol,60,100,75;15;6
Université de Lorraine - Site de Nancy (Public),2038,Licence - Portail Sciences de la terre et de l'environnement,50,99,84;10;2
CUFR Centre Universitaire de Mayotte (Public),2002,Licence - Droit,100,100,56;34;9
CUFR Centre Universitaire de Mayotte (Public),2028,Licence - Lettres Modernes,70,88,72;14;11
CUFR Centre Universitaire de Mayotte (Public),2012,Licence - Géographie,70,61,54;27;18
CUFR Centre Universitaire de Mayotte (Public),2039,Licence - Sciences de la vie,42,76,75;21;3
CUFR Centre Universitaire de Mayotte (Public),2033,Licence - Mathématiques générales,30,94,77;11;11
Université de Corte (Public),2023,Licence - Information-Communication,100,100,54;31;12
Université de Corte (Public),2015,Licence - Sciences de l'éducation,100,100,64;21;12
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Arabe - Cursus 4 ans",36,98,48;11;34
Université Jean Moulin Lyon 3 (Public),2029,"Licence - Langues, Littératures et Civilisations Etrangères et Régionales Russe - Cursus 4 ans",11,98,100;0;0
Université Jean Moulin Lyon 3 (Public),2030,Licence - Langues Etrangères Appliquées Anglais-Arabe - Cursus 4 ans,39,99,73;11;14
